scopus_id,eid,title,publication_name,issn,isbn,eissn,volume,issue,page_range,cover_date,doi,description,citation_count,affiliation,aggregation_type,subtype_description,author_name_list,author_ids,auth_keywords,fund_acr,fund_no,fund_sponsor,full_text,award_id
84960122091,2-s2.0-84960122091,Influences on adaptive planning to reduce flood risks among parishes in south Louisiana,Water (Switzerland),,,20734441,8,2,,2016-01-01,10.3390/w8020057,"© 2016 by the authors. Residents of south Louisiana face a range of increasing, climate-related flood exposure risks that could be reduced through local floodplain management and hazard mitigation planning. A major incentive for community planning to reduce exposure to flood risks is offered by the Community Rating System (CRS) of the National Flood Insurance Program (NFIP). The NFIP encourages local collective action by offering reduced flood insurance premiums for individual policy holders of communities where suggested risk-reducing measures have been implemented. This preliminary analysis examines the extent to which parishes (counties) in southern Louisiana have implemented the suggested policy actions and identifies key factors that account for variation in the implementation of the measures. More measures implemented results in higher CRS scores. Potential influences on scores include socioeconomic attributes of residents, government capacity, average elevation and past flood events. The results of multiple regression analysis indicate that higher CRS scores are associated most closely with higher median housing values. Furthermore, higher scores are found in parishes with more local municipalities that participate in the CRS program. The number of floods in the last five years and the revenue base of the parish does not appear to influence CRS scores. The results shed light on the conditions under which local adaptive planning to mitigate increasing flood risks is more likely to be implemented and offer insights for program administrators, researchers and community stakeholders.",8,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60007566', 'afid': '60007566', 'affilname': 'Louisiana State University', 'affiliation-city': 'Baton Rouge', 'affiliation-country': 'United States'}]",Journal,Article,"['Paille M.', 'Reams M.', 'Argote J.', 'Lam N.', 'Kirby R.']","['57159889200', '6602525988', '57159983600', '7101750709', '57158617400']",Adaptive governance | Community rating system | NFIP | Planning | Resilience,,undefined,,,1212112
84973569074,2-s2.0-84973569074,Addressing emerging risks: Scientific and regulatory challenges associated with environmentally persistent free radicals,International Journal of Environmental Research and Public Health,16617827,,16604601,13,6,,2016-06-01,10.3390/ijerph13060573,"© 2016 by the authors; licensee MDPI, Basel, Switzerland. Airborne fine and ultrafine particulate matter (PM) are often generated through widely-used thermal processes such as the combustion of fuels or the thermal decomposition of waste. Residents near Superfund sites are exposed to PM through the inhalation of windblown dust, ingestion of soil and sediments, and inhalation of emissions from the on-site thermal treatment of contaminated soils. Epidemiological evidence supports a link between exposure to airborne PM and an increased risk of cardiovascular and pulmonary diseases. It is well-known that during combustion processes, incomplete combustion can lead to the production of organic pollutants that can adsorb to the surface of PM. Recent studies have demonstrated that their interaction with metal centers can lead to the generation of a surface stabilized metal-radical complex capable of redox cycling to produce ROS. Moreover, these free radicals can persist in the environment, hence their designation as Environmentally Persistent Free Radicals (EPFR). EPFR has been demonstrated in both ambient air PM2.5 (diameter < 2.5 μm) and in PM from a variety of combustion sources. Thus, low-temperature, thermal treatment of soils can potentially increase the concentration of EPFR in areas in and around Superfund sites. In this review, we will outline the evidence to date supporting EPFR formation and its environmental significance. Furthermore, we will address the lack of methodologies for specifically addressing its risk assessment and challenges associated with regulating this new, emerging contaminant.",17,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60026632', 'afid': '60026632', 'affilname': 'School of Veterinary Medicine', 'affiliation-city': 'Baton Rouge', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60007566', 'afid': '60007566', 'affilname': 'Louisiana State University', 'affiliation-city': 'Baton Rouge', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60002194', 'afid': '60002194', 'affilname': 'University of Tennessee Health Science Center', 'affiliation-city': 'Memphis', 'affiliation-country': 'United States'}]",Journal,Review,"['Dugas T.R.', 'Lomnicki S.', 'Cormier S.A.', 'Dellinger B.', 'Reams M.']","['6603322132', '6602425142', '7006569525', '7005174006', '6602525988']",Combustion | Free radicals | Incineration | Particulate matter | PM 2.5 | Superfund sites,,undefined,,,1212112
85020726562,2-s2.0-85020726562,Recent changes in channel morphology of a highly engineered alluvial river–the Lower Mississippi River,Physical Geography,02723646,,,39,2,140-165,2018-03-04,10.1080/02723646.2017.1340027,"© 2017 Informa UK Limited, trading as Taylor  &  Francis Group. Changes in channel morphology provide relevant insights into sediment transport and deposition in alluvial river systems. This study assessed three to four decades of morphological changes at seven locations along a 327-km reach of the Lower Mississippi River (LMR) to better understand channel adjustment processes of this large alluvial river. The assessment included analysis of three cross-sectional areas at each location during the period 1992–2013, as well as analysis of the changes in river stage and maximum surface slopes under four flow conditions over the last three to four decades. We found that the first 20–25 km LMR reach below its diversion to the Atchafalaya River and the reach from 80 to 140 km experienced significant riverbed aggradation, while the reach in between (i.e. from 20 to 80 km) experienced riverbed degradation. The lower 187-km reach (i.e. from 140 to 327 km) showed negligible sediment trapping. These findings may have relevant implications for management of river sediment diversions along the LMR and other large alluvial rivers in the world.",3,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60013610', 'afid': '60013610', 'affilname': 'LSU Agricultural Center', 'affiliation-city': 'Baton Rouge', 'affiliation-country': 'United States'}]",Journal,Article,"['Joshi S.', 'Jun X.Y.']","['57037696300', '57194540067']",flow conditions | Lower Mississippi River | River channel | river surface slope change | specific river stage analysis,USACE,1212112,U.S. Army Corps of Engineers,,1212112
85007162565,2-s2.0-85007162565,Measuring County Resilience After the 2008 Wenchuan Earthquake,International Journal of Disaster Risk Science,20950055,,21926395,7,4,393-412,2016-12-01,10.1007/s13753-016-0109-2,"© 2016, The Author(s). The catastrophic earthquake that struck Sichuan Province, China, in 2008 caused serious damage to Wenchuan County and surrounding areas in southwestern China. In recent years, great attention has been paid to the resilience of the affected area. This study applied the resilience inference measurement (RIM) model to quantify and validate the community resilience of 105 counties in the impacted area. The RIM model uses cluster analysis to classify counties into four resilience levels according to the exposure, damage, and recovery conditions. The model then applies discriminant analysis to quantify the influence of socioeconomic characteristics on the county’s resilience. Analysis results show that counties located at the epicenter had the lowest resilience, but counties immediately adjacent to the epicenter had the highest resilience capacities. Counties that were farther away from the epicenter returned to normal resiliency quickly. Socioeconomic variables—including sex ratio, per capita GDP, percent of ethnic minority, and medical facilities—were identified as the most influential characteristics influencing resilience. This study provides useful information to improve county resilience to earthquakes and support decision making for sustainable development.",11,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60024324', 'afid': '60024324', 'affilname': 'University of Iowa', 'affiliation-city': 'Iowa City', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60007566', 'afid': '60007566', 'affilname': 'Louisiana State University', 'affiliation-city': 'Baton Rouge', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60005465', 'afid': '60005465', 'affilname': 'University of Electronic Science and Technology of China', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60000221', 'afid': '60000221', 'affilname': 'University of Colorado Boulder', 'affiliation-city': 'Boulder', 'affiliation-country': 'United States'}]",Journal,Article,"['Li X.', 'Lam N.', 'Qiang Y.', 'Li K.', 'Yin L.', 'Liu S.', 'Zheng W.']","['55364203100', '7101750709', '36242248900', '56797037900', '56539210400', '22135189100', '15129182700']",China | Resilience | Resilience inference measurement (RIM) model | Vulnerability | Wenchuan earthquake,,undefined,,,1212112
84999652099,2-s2.0-84999652099,Fast simulated maximum likelihood estimation of the spatial probit model capable of handling large samples,Advances in Econometrics,07319053,,,37,,3-34,2016-01-01,10.1108/S0731-905320160000037008,"Copyright © 2017 by Emerald Group Publishing Limited All rights of reproduction in any form reserved. We show how to quickly estimate spatial probit models for large data sets using maximum likelihood. Like Beron and Vijverberg (2004), we use the GHK (Geweke-Hajivassiliou-Keane) algorithm to perform maximum simulated likelihood estimation. However, using the GHK for large sample sizes has been viewed as extremely difficult (Wang, Iglesias, & Wooldridge, 2013). Nonetheless, for sparse covariance and precision matrices often encountered in spatial settings, the GHK can be applied to very large sample sizes as its operation counts and memory requirements increase almost linearly with n when using sparse matrix techniques.",6,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60122589', 'afid': '60122589', 'affilname': 'E. J. Ourso College of Business', 'affiliation-city': 'Baton Rouge', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60030452', 'afid': '60030452', 'affilname': 'Texas State University', 'affiliation-city': 'San Marcos', 'affiliation-country': 'United States'}]",Book Series,Article,"['Pace R.', 'LeSage J.']","['7103233088', '26643220200']",CAR | GHK | Maximum simulated likelihood | Sparse matrix | Spatial probit | Truncated multivariate normal,NSF,BCS-0136193,National Science Foundation,,1212112
85020618477,2-s2.0-85020618477,Changes in Exposure to Flood Hazards in the United States,Annals of the American Association of Geographers,24694452,,24694460,107,6,1332-1350,2017-11-02,10.1080/24694452.2017.1320214,"© 2017 by American Association of Geographers. This article conducts a national, county-based assessment of the changes in population and urban areas in high-risk flood zones from 2001 to 2011 in the contiguous United States. The U.S. Federal Emergency Management Agency's (FEMA) 100-year flood maps, land cover data, and census data were used to extract the proportion of developed (urban) land in flood zones by county at the two time points, and indexes of difference were calculated. Local Moran's I statistic was applied to identify hot spots of increase in urban area in flood zones, and geographically weighted regression was used to estimate the population in flood zones from the land cover data. Results show that in 2011, an estimate of about 25.3 million people (8.3 percent of the total population) lived in high-risk flood zones. Nationally, the ratio of urban development in flood zones is less than the ratio of land in flood zones, implying that Americans were responsive to flood hazards by avoiding development in flood zones. This trend varied from place to place, however, with coastal counties having less urban development in flood zones than the inland counties. Furthermore, the contrast between coastal and inland counties increased between 2001 and 2011. Finally, several exceptions from the trend (hot spots) were detected, most notably in New York City and Miami, where significant increases in urban development in flood zones were found. This assessment provides important baseline information on the spatial patterns of flood exposure and their changes from 2001 to 2011. The study pinpoints regions that might need further investigations and better policy to reduce the overall flood risks.",7,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60013791', 'afid': '60013791', 'affilname': 'University of Hawaiʻi at Mānoa', 'affiliation-city': 'Honolulu', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60007566', 'afid': '60007566', 'affilname': 'Louisiana State University', 'affiliation-city': 'Baton Rouge', 'affiliation-country': 'United States'}]",Journal,Article,"['Qiang Y.', 'Lam N.', 'Cai H.', 'Zou L.']","['36242248900', '7101750709', '56797269800', '56797356100']",climate change | flood exposure | flood zone | natural hazard | urban development,,undefined,,,1212112
84988039728,2-s2.0-84988039728,Long-term geomorphic response to flow regulation in a 10-km reach downstream of the Mississippi–Atchafalaya River diversion,Journal of Hydrology: Regional Studies,,,22145818,8,,10-25,2016-12-01,10.1016/j.ejrh.2016.08.002,"© 2016 The Author(s) A recent study reported considerable sediment trapping by three large channel bars downstream 18–28 km of the Mississippi–Atchafalaya River diversion (commonly known as the Old River Control Structure, ORCS) during the 2011 Mississippi River flood. In this study, we analyzed 3-decadal morphological changes of the 10-km river channel and the three bars to elucidate the long-term effects of river engineering including diversion, revetment and dike constructions. Satellite images captured between 1985 and 2015 in approximate 5-year intervals were selected to estimate the change of channel morphology and bar surface area. The images were chosen based on river stage heights at the time when they were captured to exclude the temporal water height effect on channel and bar morphology. Using a set of the satellite images captured during the period of 1984–1986 and of 2013–2014, we developed rating curves of emerged bar surface area with the corresponding river stage height for determining the change in bar volume from 1985 to 2013. Two of the three bars have grown substantially in the past 30 years, while one bar has become braided and its surface area has shrunken. As a whole, there were a net gain of 4,107,000 m2 in surface area and a net gain of 30,271,000 m3 in volume, an equivalent of approximately 36 million metric tons of sediment assuming a bulk density of 1.2 t/m3. Sediment trapping on the bars was prevalent during the spring floods, especially during the period of 1990–1995 and of 2007–2011 when large floods occurred. The results suggest that although revetments and dikes have largely changed the morphology of the channel and the bars, they seem to have a limited impact on the overwhelming trend of sediment deposition caused by the river diversion.",11,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60013610', 'afid': '60013610', 'affilname': 'LSU Agricultural Center', 'affiliation-city': 'Baton Rouge', 'affiliation-country': 'United States'}]",Journal,Article,"['Wang B.', 'Xu Y.J.']","['56991603100', '7406451631']",Channel morphology | Fluvial geomorphology | Lowermost Mississippi River | River diversion | Sand bars | Sediment transport,USDA,LAB94230,U.S. Department of Agriculture,https://api.elsevier.com/content/article/eid/1-s2.0-S221458181630074X,1212112
85044077100,2-s2.0-85044077100,Mining Twitter Data for Improved Understanding of Disaster Resilience,Annals of the American Association of Geographers,24694452,,24694460,108,5,1422-1441,2018-09-03,10.1080/24694452.2017.1421897,"© 2018, © 2018 by American Association of Geographers. Coastal communities faced with multiple hazards have shown uneven responses and behaviors. These responses and behaviors could be better understood by analyzing real-time social media data through categorizing them into the three phases of the emergency management: preparedness, response, and recovery. This study analyzes the spatial–temporal patterns of Twitter activities during Hurricane Sandy, which struck the U.S. Northeast on 29 October 2012. The study area includes 126 counties affected by Hurricane Sandy. The objectives are threefold: (1) to derive a set of common indexes from Twitter data so that they can be used for emergency management and resilience analysis; (2) to examine whether there are significant geographical and social disparities in disaster-related Twitter use; and (3) to test whether Twitter data can improve postdisaster damage estimation. Three corresponding hypotheses were tested. Results show that common indexes derived from Twitter data, including ratio, normalized ratio, and sentiment, could enable comparison across regions and events and should be documented. Social and geographical disparities in Twitter use existed in the Hurricane Sandy event, with higher disaster-related Twitter use communities generally being communities of higher socioeconomic status. Finally, adding Twitter indexes into a damage estimation model improved the adjusted R2 from 0.46 to 0.56, indicating that social media data could help improve postdisaster damage estimation, but other environmental and socioeconomic variables influencing the capacity to reducing damage might need to be included. The knowledge gained from this study could provide valuable insights into strategies for utilizing social media data to increase resilience to disasters.",26,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60013791', 'afid': '60013791', 'affilname': 'University of Hawaiʻi at Mānoa', 'affiliation-city': 'Honolulu', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/100360845', 'afid': '100360845', 'affilname': 'Louisiana State University', 'affiliation-city': 'New Orleans', 'affiliation-country': 'United States'}]",Journal,Article,"['Zou L.', 'Lam N.S.N.', 'Cai H.', 'Qiang Y.']","['56797356100', '7101750709', '56797269800', '36242248900']",geographical and social disparities in disaster resilience | Hurricane Sandy | social media | Twitter use,,1620451,,,1212112
85033597156,2-s2.0-85033597156,Dynamics of 30 large channel bars in the Lower Mississippi River in response to river engineering from 1985 to 2015,Geomorphology,0169555X,,,300,,31-44,2018-01-01,10.1016/j.geomorph.2017.09.041,"© 2017 Elsevier B.V. Channel bars are a major depositional feature in alluvial rivers and their morphodynamics has been investigated intensively in the past several decades. However, relatively less is known about how channel bars in alluvial rivers respond to river engineering and regulations. In this study, we assessed 30-yr morphologic changes of 30 large emerged bars located in a 223 km reach of the highly regulated Lower Mississippi River from Vicksburg, Mississippi, to the Mississippi-Atchafalaya River diversion. Landsat imagery and river stage data between 1985 and 2015 were utilized to characterize bar morphologic features and quantify decadal changes. Based on bar surface areas estimated with the satellite images at different river stages, a rating curve was developed for each of the 30 bars to determine their volumes. Results from this study show that the highly regulated river reach favored the growth of mid-channel and attached bars, while more than half of the point bars showed degradation. Currently, the mid-channel and attached bars accounted for 38% and 34% of the total volume of the 30 bars. The average volume of a single mid-channel bar is over two times that of an attached bar and over four times that of a point bar. Overall, in the past three decades, the total volume of the studied 30 bars increased by 110,118,000 m3 (41%). Total dike length in a dike field was found mostly contributing to the bar volume increase. Currently, the emerged volume of the 30 bars was estimated approximately 378,183,000 m3. The total bar volume is equivalent to ~ 530 million metric tons of coarse sand, based on an average measured bulk density of 1.4 t/m3 for the bar sediment. The findings show that these bars are large sediment reservoirs.",15,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60013610', 'afid': '60013610', 'affilname': 'LSU Agricultural Center', 'affiliation-city': 'Baton Rouge', 'affiliation-country': 'United States'}]",Journal,Article,"['Wang B.', 'Xu Y.J.']","['56991603100', '7406451631']",Alluvial river | Channel bar | Mississippi River | River engineering | River morphology | Sediment transport,USDA,LAB94230,U.S. Department of Agriculture,https://api.elsevier.com/content/article/eid/1-s2.0-S0169555X17304142,1212112
84988553085,2-s2.0-84988553085,Implicit Hedonic Pricing Using Mortgage Payment Information,Journal of Real Estate Finance and Economics,08955638,,1573045X,54,3,387-402,2017-04-01,10.1007/s11146-016-9578-8,"© 2016, Springer Science+Business Media New York. Hedonic pricing, estimating the value of housing characteristics through the use of transactions data, is one of the most common tasks performed by real estate researchers. However, transaction frequency varies over time, locations, and other factors. In contrast, two-thirds of homeowners have mortgages that they pay each month. This manuscript explores the use of mortgage payment data as an alternative or supplemental means to derive the value of housing characteristics. Insofar as price affects default and housing characteristic values determine price, housing characteristic values affect default. The implicit housing characteristic values come from parameter values that fit observed patterns of payments and defaults. We find a strong correlation (0.74−0.92) between the transaction-based and the implicit approaches. In addition, the Monte Carlo simulation indicates that the mortgage based pricing model has potential to help reveal housing market information especially during low sales activity and/or high default rate situations.",2,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60122589', 'afid': '60122589', 'affilname': 'E. J. Ourso College of Business', 'affiliation-city': 'Baton Rouge', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60000689', 'afid': '60000689', 'affilname': 'Kansas State University', 'affiliation-city': 'Manhattan', 'affiliation-country': 'United States'}]",Journal,Article,"['Pace R.', 'Zhu S.']","['7103233088', '35333407700']",Hedonic house price | Implicit prices | Latent index | Mortgage | Mortgage default,NSF,1212112,National Science Foundation,,1212112
85035089397,2-s2.0-85035089397,A spatial dynamic model of population changes in a vulnerable coastal environment,International Journal of Geographical Information Science,13658816,,13623087,32,4,685-710,2018-04-03,10.1080/13658816.2017.1407415,"© 2017 Informa UK Limited, trading as Taylor  &  Francis Group. This study developed a spatial dynamic model to examine the coupled natural–human responses in the form of changes in population and associated developed land area in the Lower Mississippi River Basin region. The goal was to identify key socioeconomic factors (utility) and environmental factors (hazard damages, elevation, and subsidence rate) that affected population changes, as well as to examine how population changes affected the local utility and the local environment reciprocally. We first applied areal interpolation techniques with the volume-preserving property to transform all the data at Year 2000 into a unified 3 km by 3 km cellular space. We then built an Elastic Net model to extract 12 variables from a set of 33 for the spatial dynamic model. Afterward, we calibrated the neighborhood effects with a genetic algorithm and use the spatial dynamic model to simulate population and developed land area in 2010. Furthermore, we took a Monte Carlo approach for analyzing the uncertainty of the model outcome. Our accuracy assessment shows that the model on average slightly overpredicts the number of population and the developed land percentage at 2010, as indicated by the low values of mean absolute deviation (MAD) due to quantity. On the other hand, the MADs due to allocation are larger than the MADs due to quantity, with most outliers found in the New Orleans region where population and urban development declined significantly during 2000–2010 after Hurricane Katrina. The proposed model sheds light on the complex relationships between coastal hazards and human responses and provides useful insights to strategic development for coastal sustainability.",4,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60007566', 'afid': '60007566', 'affilname': 'Louisiana State University', 'affiliation-city': 'Baton Rouge', 'affiliation-country': 'United States'}]",Journal,Article,"['Li K.', 'Lam N.']","['56797037900', '7101750709']",coastal hazards | Coupled natural–human system | Mississippi Delta | population dynamics | resilience,NSF,1427389,National Science Foundation,,1212112
85051381298,2-s2.0-85051381298,Extending Resilience Assessment to Dynamic System Modeling: Perspectives on Human Dynamics and Climate Change Research,Journal of Coastal Research,07490208,,15515036,85,,1401-1405,2018-05-01,10.2112/SI85-281.1,"© Coastal Education and Research Foundation, Inc. 2018. It is widely known that the same type and strength of hazard could lead to very uneven impacts on different communities due to their varying vulnerability and resilience capacity. Hence, identifying the factors that make a community more resilient to hazards is critical to its sustainability and is central to climate change research and planning. This paper addresses three questions: what is the best way to measure community resilience to disasters and how to identify the key indicators? How do the resilience indicators dynamically interact in a quantitative manner that would lead to long-term resilience? And how can we translate the scientific results into practical tools for decision making? Using the population change pattern in the Mississippi River Delta as a case study, this paper demonstrates the use of a relatively new resilience assessment method called the Resilience Inference Measurement (RIM) method to measure resilience. Then, a newly developed spatial dynamic model is used to simulate population changes in the study area. The results show that without any changes in the current condition, the coastal portion of the study area will continue to suffer population loss and the region is unlikely to sustain in the future.",4,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60029311', 'afid': '60029311', 'affilname': 'University of Southern California', 'affiliation-city': 'Los Angeles', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60013791', 'afid': '60013791', 'affilname': 'University of Hawaiʻi at Mānoa', 'affiliation-city': 'Honolulu', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60007566', 'afid': '60007566', 'affilname': 'Louisiana State University', 'affiliation-city': 'Baton Rouge', 'affiliation-country': 'United States'}]",Journal,Conference Paper,"['Lam N.S.N.', 'Qiang Y.', 'Li K.', 'Cai H.', 'Zou L.', 'Mihunov V.']","['7101750709', '36242248900', '56797037900', '56797269800', '56797356100', '57189579109']",coastal resilience and sustainability | Community resilience assessment | coupled natural-human system modeling | Mississippi River Delta | population changes,NSF,1427389,National Science Foundation,,1212112
85052904047,2-s2.0-85052904047,"Understanding the Mississippi River delta as a coupled natural-human system: Research methods, challenges, and prospects",Water (Switzerland),,,20734441,10,8,,2018-08-08,10.3390/w10081054,"© 2018 by the authors. A pressing question facing the Mississippi River Delta (MRD), like many deltaic communities around the world, is: Will the system be sustainable in the future given the threats of sea level rise, land loss, natural disasters, and depleting natural resources? An integrated coastal modeling framework that incorporates both the natural and human components of these communities, and their interactions with both pulse and press stressors, is needed to help improve our understanding of coastal resilience. However, studying the coastal communities using a coupled natural-human system (CNH) approach is difficult. This paper presents a CNH modeling framework to analyze coastal resilience. We first describe such a CNH modeling framework through a case study of the Lower Mississippi River Delta in coastal Louisiana, USA. Persistent land loss and associated population decrease in the study region, a result of interplays between human and natural factors, are a serious threat to the sustainability of the region. Then, the paper describes the methods and findings of three studies on how community resilience of the MRD system is measured, how land loss is modeled using an artificial neural network-cellular automata approach, and how a system dynamic modeling approach is used to simulate population change in the region. The paper concludes by highlighting lessons learned from these studies and suggesting the path forward for analysis of coupled natural-human systems.",5,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60029311', 'afid': '60029311', 'affilname': 'University of Southern California', 'affiliation-city': 'Los Angeles', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60013791', 'afid': '60013791', 'affilname': 'University of Hawaiʻi at Mānoa', 'affiliation-city': 'Honolulu', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60013610', 'afid': '60013610', 'affilname': 'LSU Agricultural Center', 'affiliation-city': 'Baton Rouge', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60007566', 'afid': '60007566', 'affilname': 'Louisiana State University', 'affiliation-city': 'Baton Rouge', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60006371', 'afid': '60006371', 'affilname': 'University of Michigan-Dearborn', 'affiliation-city': 'Dearborn', 'affiliation-country': 'United States'}]",Journal,Article,"['Lam N.S.N.', 'Xu Y.J.', 'Liu K.B.', 'Dismukes D.E.', 'Reams M.', 'Pace R.K.', 'Qiang Y.', 'Narra S.', 'Li K.', 'Bianchette T.A.', 'Cai H.', 'Zou L.', 'Mihunov V.']","['7101750709', '7406451631', '7404199972', '6602167700', '6602525988', '7103233088', '36242248900', '37861806600', '56797037900', '43561110000', '56797269800', '56797356100', '57189579109']",Coastal sustainability | Community resilience | Coupled natural-human dynamics | Mississippi River Delta | River deltas,,1212112,,,1212112
85044236456,2-s2.0-85044236456,Geographically Weighted Elastic Net: A Variable-Selection and Modeling Method under the Spatially Nonstationary Condition,Annals of the American Association of Geographers,24694452,,24694460,108,6,1582-1600,2018-11-02,10.1080/24694452.2018.1425129,"© 2018, © 2018 by American Association of Geographers. This study develops a linear regression model to select local, low-collinear explanatory variables. This model combines two well-known models: geographically weighted regression (GWR) and elastic net (EN). The GWR model posits that the regression coefficients vary as a function of location and focuses on solving the problem of explaining the relationships under the spatially nonstationary condition, which a global model cannot solve. GWR cannot fulfill the task of variable selection, however, which is problematic when there are many explanatory variables with nonnegligible multicollinearity. On the other hand, the EN model is a member of the regulated regression family. EN can trim the number of explanatory variables and select the most important ones by adding penalty terms in its cost function, and it has been proven to be robust under the high-multicollinearity condition. The EN model is a global model, however, and does not consider the spatial nonstationarity. To overcome these deficiencies, we proposed the geographically weighted elastic net (GWEN) model. GWEN uses the kernel weights derived from GWR and applies EN locally to select variables for each geographical location. The result is a set of locally selected, low-collinear explanatory variables with spatially varying coefficients. We demonstrated the GWEN method on a data set relating population changes to a set of social, economic, and environmental variables in the Lower Mississippi River Basin. The results show that GWEN has the advantages of both the high prediction accuracy of GWR and the low multicollinearity among explanatory variables of EN.",5,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60029311', 'afid': '60029311', 'affilname': 'University of Southern California', 'affiliation-city': 'Los Angeles', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/100360845', 'afid': '100360845', 'affilname': 'Louisiana State University', 'affiliation-city': 'New Orleans', 'affiliation-country': 'United States'}]",Journal,Article,"['Li K.', 'Lam N.S.N.']","['56797037900', '7101750709']",elastic net | geographically weighted elastic net | geographically weighted regression | spatial nonstationarity | variable selection,,1427389,,,1212112
