unique_id,Citation,Title,Journal,Issue,Year
1414102,"Halstead, N.T., Hoover, C.M, Arakala, A., Civitello, D.J., De Leo, G.A., Gambhir, M., Johnson, S.A., Jouanard, N., Loerns, K.A., McMahon, T.A., Ndione, R., Nguyen, K., Raffel, T.R., Remais, J.V., Riveau, G., Sokolow, S.H., Rohr, J.. ""Agrochemicals increase risk of human schistosomiasis by supporting higher densities of intermediate hosts.,"" Nature Communications, v.9, 2018. doi:DOI: 10.1038/s41467-018-03189-w",Agrochemicals increase risk of human schistosomiasis by supporting higher densities of intermediate hosts.,Nature Communications,9,2018
1414102,"Mari L, Ciddio M., Casagrandi R., Perez-Saez J, Bertuzzo E, Rinaldo A, Sokolow S.H., De Leo G.A., and Gatto. ""Heterogeneity in schistosomiasis transmission dynamics,"" Journal of Theoretical Biology, 2017.",Heterogeneity in schistosomiasis transmission dynamics,Journal of Theoretical Biology,,2017
1414102,"Sokolow, S.H. (lead and corresponding author), Wood, C.L., Jones, I.J.*, Lafferty, K.D., Kuris, A.M., Hsieh, M.H., De Leo, G.A.. ""To reduce the global burden of human schistosomiasis, use ?old fashioned? snail control,"" Trends in Parasitology, v.34, 2018, p. 23-40.","To reduce the global burden of human schistosomiasis, use ?old fashioned? snail control",Trends in Parasitology,34,2018
1414102,"Sokolow, S.H. Jones, I.J., Jocque, M., La, D., Cords, O., Knight, A., Lund, A., Wood, C.L., La?erty, K.D., Hoover, C.M., Collender, P.A., Remais, J.V., Lopez-Carr, D., Fisk, J., Kuris, A.M., De Leo, G.A.. ""Water, dams, and prawns: novel ecological solutions for the control and elimination of schistosomiasis.,"" Lancet Planetary Health., 2017.","Water, dams, and prawns: novel ecological solutions for the control and elimination of schistosomiasis.",Lancet Planetary Health.,,2017
1414102,"Borremans, B, Faust, C., Manlove, K.R., Sokolow, S.H., and Lloyd-Smith, J.O.. ""Cross-species pathogen spillover across ecosystem boundaries: mechanisms and theory,"" Phil Trans of the Royal Society, v.374, 2019, p. 20180344.",Cross-species pathogen spillover across ecosystem boundaries: mechanisms and theory,Phil Trans of the Royal Society,374,2019
1414102,"Arakala, A., Hoover, C.M., Marshall, J. Sokolow, S.H., De Leo, G.A., Rohr, J., Remais, J.V., Gambhir, M.. ""Estimating the elimination feasibility in the ?end game? of control efforts for parasites subjected to regular mass drug administration: Methods and their application to schistosomiasis,"" PLOS-Neglected Tropical Diseases., v.12, 2018, p. e0006794. doi:https://doi.org/10.1371/journal.pntd.0006794",Estimating the elimination feasibility in the ?end game? of control efforts for parasites subjected to regular mass drug administration: Methods and their application to schistosomiasis,PLOS-Neglected Tropical Diseases.,12,2018
1414102,"Arostegui MC, Wood CL, Jones IJ, Chamberlin A, Jouanard, N., Fay, D.S., Kuris, A.M., Riveau, G., De Leo GA., Sokolow S.H.. ""Potential Biological Control of Schistosomiasis by Fishes in the Lower Senegal River Basin,"" American Journal of Tropical Medicine and Hygiene (AJTMH), v.100, 2019, p. 117-126.",Potential Biological Control of Schistosomiasis by Fishes in the Lower Senegal River Basin,American Journal of Tropical Medicine and Hygiene (AJTMH),100,2019
1414102,"Hoover, C.H., Sokolow, S.H., Kemp, J., Sanchirico, J.N., Lund, A.J., Jones, I.J., Higginson, T., Riveau, G., Savaya, A., Coyle, S., Wood, C.L., Micheli, F., Casagrandi, R., Mari, L., Gatto, M., Rinaldo, A., Perez-Saez, J., Rohr, J.R., Sagi, A., Remais, J.. ""Modelled effects of prawn aquaculture on poverty alleviation and schistosomiasis control,"" Nature Sustainability, v.2, 2019, p. 611-620.",Modelled effects of prawn aquaculture on poverty alleviation and schistosomiasis control,Nature Sustainability,2,2019
1414102,"Jason R. Rohr, Christopher B. Barrett, David J. Civitello, Meggan E. Craft, Bryan Delius, Giulio A. De Leo, Peter J. Hudson, Nicolas Jouanard, Karena Nguyen, Richard S. Ostfeld, Justin V. Remais, Gilles Riveau, Susanne H. Sokolow, David Tilman. ""Emerging Human Infectious Diseases and the Links to Global Food Production,"" Nature Sustainability, 2019.",Emerging Human Infectious Diseases and the Links to Global Food Production,Nature Sustainability,,2019
1414102,"Lund, A.J., Sam, M.M., Sy, A.B., Sow, O.W., Ali, S., Sokolow, S.H., Merrell, S.B., Bruce, J., Jouanard, N. Senghor, S. Riveau, G., Lopez-Carr, D., De Leo, G.. ""Unavoidable risks: Local perspectives on water contact behavior and implications for schistosomiasis control in an agricultural region of northern Senegal,"" American Journal of Tropical Medicine and Hygiene (AJTMH), v.101, 2019, p. 837-847. doi:10.4269/ajtmh.19-0099",Unavoidable risks: Local perspectives on water contact behavior and implications for schistosomiasis control in an agricultural region of northern Senegal,American Journal of Tropical Medicine and Hygiene (AJTMH),101,2019
1414102,"Sokolow, S.H., Nova, N., Pepin, K.M., Peel, A.J., Pulliam, J.R.C., Manlove, K., Cross, P.C., Becker, D.J., Plowright, P.K., McCallum, H., De Leo, G.A.. ""Ecological interventions to prevent and manage zoonotic pathogen spillover,"" Phil Trans of the Royal Society, v.374, 2019, p. 20180342.",Ecological interventions to prevent and manage zoonotic pathogen spillover,Phil Trans of the Royal Society,374,2019
1414102,"Wood, C.L., Sokolow, S.H., Jones, I.J., Chamberlin, A., Lafferty, K.D., Kuris, A.M., Jocque, M., Hopkins, S., Adams, G., Buck, J.C., Lund, A., Garcia-Vedrenne, Fiorenza, E., Rohr, J. R., Allan, F., Webster, B., Rabone, M., Webster, J., Bandagny, L., Ndion. ""Precision mapping of snail habitat provides a powerful indicator of human schistosomiasis transmission,"" Proceedings of the National Academy of Sciences (PNAS), v.116, 2019, p. 23182.",Precision mapping of snail habitat provides a powerful indicator of human schistosomiasis transmission,Proceedings of the National Academy of Sciences (PNAS),116,2019
1414102,"Buck, J., De Leo, G.A., Sokolow, S.H.. ""Concomitant Immunity and Worm Senescence May Drive Schistosomiasis Epidemiological Patterns: An Eco-Evolutionary Perspective,"" Frontiers in Immunology, 2020. doi:https://doi.org/10.3389/fimmu.2020.00160",Concomitant Immunity and Worm Senescence May Drive Schistosomiasis Epidemiological Patterns: An Eco-Evolutionary Perspective,Frontiers in Immunology,,2020
1414102,"Maier, T., Wheeler, N.J., Namigai, E.K.O., Tycko, J., Grewelle, R.E.,Woldeamanuel,Y. Klohe, K., Perez-Saez, J., Sokolow, S.H., De Leo, G., Yoshino, T., Zamanian ,M.,Reinhard-Rupp, J.. ""Gene drives for schistosomiasis transmission control,"" Plos Neglected Tropical Diseases, 2019. doi:https://doi.org/10.1371/journal.pntd.0007833",Gene drives for schistosomiasis transmission control,Plos Neglected Tropical Diseases,,2019
1313824,"Shaver, I., A. Chain-Guadarrama, K. Cleary, A. Sanfiorenzo, RJ Santiago-García, N Bosque-Pérez, B Finegan, L Hormel, N Sibelet, L. A. Vierling, F DeClerck, M Fagan, L.P. Waits. ""Coupled social, economic and ecological outcomes of agricultural intensification in Costa Rica and the future of biodiversity conservation in tropical agricultural regions,"" Global Environmental Change, v.32, 2015, p. 74.","Coupled social, economic and ecological outcomes of agricultural intensification in Costa Rica and the future of biodiversity conservation in tropical agricultural regions",Global Environmental Change,32,2015
1313824,"Cleary, K., Waits, L.P., Finegan, B.. ""Impacts of agricultural intensification on bats in a dynamic Neotropical landscape,"" Biotropica, 2016. doi:10.1111/btp.12327",Impacts of agricultural intensification on bats in a dynamic Neotropical landscape,Biotropica,,2016
1313824,"Bosque-Perez, N., Klos, Z., Force, J., Waits. L.P., Cleary, K., Rhoades, P., Galbraith, S., Bentley Brymer, A., O'Rourke, M., Finegan, B., Wulfhorst, J.D., Sibelet, N., Holbrook, J.. ""A pedagogical model for team-based, problem -focused interdisciplinary doctoral education,"" Bioscience, 2016. doi:10.1093/biosci/biw042","A pedagogical model for team-based, problem -focused interdisciplinary doctoral education",Bioscience,,2016
1313824,"Chain-Guadarrama, A., P Imbach, S Vilchez-Mendoza, L.A Vierling, B Finegan. ""Potential trajectories of old-growth Neotropical forest functional composition under climate change,"" Ecography, 2017. doi:10.1111/ecog.02637",Potential trajectories of old-growth Neotropical forest functional composition under climate change,Ecography,,2017
1313824,"Cleary, K., Waits, L.P., Hohenlohe, P.. ""Development and characterization of fourteen novel microsatellite markers for the chestnut short-tailed fruit bat (Carollia castanea), and cross-amplification to related species,"" PeerJ, 2016, p. 10.7717/p. doi:10.7717/peerj.2465","Development and characterization of fourteen novel microsatellite markers for the chestnut short-tailed fruit bat (Carollia castanea), and cross-amplification to related species",PeerJ,,2016
1313824,"Cleary, K., Waits, L., Finegan, B.. ""Comparative landscape genetics of two frugivorous bats in a biological corridor undergoing agricultural intensification,"" Molecular Ecology, v.26, 2017, p. 4603. doi:10.1111/mec.14230",Comparative landscape genetics of two frugivorous bats in a biological corridor undergoing agricultural intensification,Molecular Ecology,26,2017
1313727,"Acevedo, M.F., Boyd, W., Sarjoughian, H., Ullah, I., Barton, M.. ""Integrating socio-environmental models: vegetation, agriculture, and landform dynamics,"" Mazdak Arabi, O.D., Jack Carlson, Daniel P. Ames (Ed.), 9th International Congress on Environmental Modelling and Software: Fort Collins, Colorado, USA., 2018.","Integrating socio-environmental models: vegetation, agriculture, and landform dynamics",Mazdak Arabi,,2018
1313727,"Cortell-Nicolau, A., García-Puchol, O., Barton, C. M., Diez-Castillo, A., Pardo-Gordó, S.. ""Wandering through the Mesolithic. An archaeostatistical approach to explore the mobility patterns in eastern Iberia,"" Journal of Archaeological Science: Reports, v.26, 2019, p. 101892. doi:10.1016/j.jasrep.2019.101892",Wandering through the Mesolithic. An archaeostatistical approach to explore the mobility patterns in eastern Iberia,Journal of Archaeological Science: Reports,26,2019
1313727,"Barton, C. M. Ullah, I. Heimsath, A.. ""How to Make a Barranco: Modeling Erosion and Land-Use in Mediterranean Landscapes,"" Land, v.4, 2015, p. 578. doi:10.3390/land4030578",How to Make a Barranco: Modeling Erosion and Land-Use in Mediterranean Landscapes,Land,4,2015
1313727,"Bernabeu Aubán, J. Barton, C. M. Pardo Gordó, S. Bergin, S. M.. ""Modeling initial Neolithic dispersal. The first agricultural groups in West Mediterranean,"" Ecological Modelling, v.307, 2015, p. 22. doi:10.1016/j.ecolmodel.2015.03.015",Modeling initial Neolithic dispersal. The first agricultural groups in West Mediterranean,Ecological Modelling,307,2015
1313727,"García Puchol, O. Barton, M. Bernabeu Aubán, J. Diez Castillo, A. Pardo Gordò, S.. ""De la prospección sistemática al laboratorio GIS en La Canal de Navarrés,"" SAGVNTVM. Papeles del Laboratorio de Arqueología de Valencia, v.46, 2014, p. 209. doi:10.7203/SAGVNTVM.46.4239",De la prospección sistemática al laboratorio GIS en La Canal de Navarrés,SAGVNTVM. Papeles del Laboratorio de Arqueología de Valencia,46,2014
1313727,"Barton, C.M., Ullah, I.I.T., Bergin, S.M., Sarjoughian, H.S., Mayer, G.R., Bernabeu-Auban, J.E., Heimsath, A.M., Acevedo, M.F., Riel-Salvatore, J.G., Arrowsmith, J.R.. ""Experimental socioecology: Integrative science for Anthropocene landscape dynamics,"" Anthropocene, v.13, 2016, p. 34. doi:10.1016/j.ancene.2015.12.004",Experimental socioecology: Integrative science for Anthropocene landscape dynamics,Anthropocene,13,2016
1313727,"Bernabeu Aubán, J., García Puchol, O., Barton, M., McClure, S., Pardo Gordó, S.. ""Radiocarbon dates, climatic events, and social dynamics during the Early Neolithic in Mediterranean Iberia,"" Quaternary International, v.403, 2016, p. 201. doi:10.1016/j.quaint.2015.09.020","Radiocarbon dates, climatic events, and social dynamics during the Early Neolithic in Mediterranean Iberia",Quaternary International,403,2016
1313727,"Díez Castillo, A., García Puchol, O., Bernabeu Aubán, J., Barton, C.M., Pardo Gordò, S., Snitker, G., Cegielski, W.H., Bergin, S.. ""Resiliencia y cambio durante el Holoceno en La Canal de Navarrés (Valencia): recientes trabajos de prospección.,"" Archivo de Prehistoria Levantina, v.XXXI, 2016, p. 169. doi:1989-0508",Resiliencia y cambio durante el Holoceno en La Canal de Navarrés (Valencia): recientes trabajos de prospección.,Archivo de Prehistoria Levantina,,2016
1313727,"Gauthier, Nicolas. ""The spatial pattern of climate change during the spread of farming into the Aegean,"" Journal of Archaeological Science, 2016.",The spatial pattern of climate change during the spread of farming into the Aegean,Journal of Archaeological Science,,2016
1313727,"Hessam S Sarjoughian. ""Restraining complexity and scale traits for component-based models,"" Proceedings of the 2017 Winter Simulation Conference, edited by W. K. V. Chan, A. D?Ambrogio, G. Zacharewicz, N. Mustafee, G. Wainer, and E. Page, 2017.",Restraining complexity and scale traits for component-based models,Proceedings of the 2017 Winter Simulation Conference,,2017
1313727,"Ar?kan, B., Restelli, F.B., Masi, A.. ""Comparative modeling of Bronze Age land use in the Malatya Plain (Turkey),"" Quaternary Science Reviews, v.136, 2016, p. 122?133. doi:0.1016/j.quascirev.2015.12.013",Comparative modeling of Bronze Age land use in the Malatya Plain (Turkey),Quaternary Science Reviews,136,2016
1313727,"Bernabeu, Joan, García Puchol, Oreto, Pardo, Salvador, Barton, Michael, McClure, Sarah B.. ""Socioecological dynamics at the time of Neolithic transition in Iberia,"" Environmental Archaeology, v.19, 2014, p. 214--225. doi:10.1179/1749631414Y.0000000032",Socioecological dynamics at the time of Neolithic transition in Iberia,Environmental Archaeology,19,2014
1313727,"Pardo Gordò, Salvador, Bernabeu Aubán, Joan, Garcia Puchol, Oreto, Barton, C Michael, Bergin, Sean M. ""The origins of agriculture in Iberia: a computational model,"" Documenta Praehistorica, v.XLII, 2015, p. 117--131.",The origins of agriculture in Iberia: a computational model,Documenta Praehistorica,,2015
1313727,"Soto-Berelov, M., Fall, P.L., Falconer, S.E., Ridder, E.. ""Modeling vegetation dynamics in the Southern Levant through the Bronze Age.,"" Journal of Archaeological Science, v.53, 2015, p. 94. doi:10.1016/j.jas.2014.09.015",Modeling vegetation dynamics in the Southern Levant through the Bronze Age.,Journal of Archaeological Science,53,2015
1313727,"Ullah, I.I.. ""Integrating older survey data into modern research paradigms: Identifying and correcting spatial error in ?legacy? datasets.,"" Advances in Archaeological Practice, v.3, 2015, p. 331. doi:10.7183/2326-3768.3.4.331",Integrating older survey data into modern research paradigms: Identifying and correcting spatial error in ?legacy? datasets.,Advances in Archaeological Practice,3,2015
1313727,"Bergin, Sean M; Snitker, Grant. ""Large-scale Socioecological Transformation: The Effects of Subsistence Change on Holocene Vegetation Across Europe,"" Poster Presentation at the 83rd Annual Meeting of the Society for American Archaeology in Washington D.C, 2018.",Large-scale Socioecological Transformation: The Effects of Subsistence Change on Holocene Vegetation Across Europe,Poster Presentation at the 83rd Annual Meeting of the Society for American Archaeology in Washington D.C,,2018
1313727,"C.M. Barton, C.M., Aura Tortosa, J.E., Garcia Puchol, O., Riel-Salvatore, J.G., Gauthier, N., Vadillo Conessa, M., Pothier Bouchard, G.. ""Risk and resilience in the late glacial: a case study from the western Mediterranean,"" Quaternary Science Reviews, v.184, 2018, p. 68. doi:10.1016/j.quascirev.2017.09.015",Risk and resilience in the late glacial: a case study from the western Mediterranean,Quaternary Science Reviews,184,2018
1313727,"Grant Snitker. ""Identifying Natural and Anthropogenic Prehistoric Fire Regimes through Simulated Charcoal Proxy Record,"" Journal of Archaeological Science, v.95, 2018, p. 1. doi:10.1016/j.jas.2018.04.009",Identifying Natural and Anthropogenic Prehistoric Fire Regimes through Simulated Charcoal Proxy Record,Journal of Archaeological Science,95,2018
1313727,"Miller, Nari. ""Soil residence times of uncultivated hillslopes in Navarrés, SP, and Arizona, US, using meteoric 10-Beryllium,"" Geological Society of America Abstracts with Programs., v.49, 2017. doi:10.1130/abs/2017AM-3085","Soil residence times of uncultivated hillslopes in Navarrés, SP, and Arizona, US, using meteoric 10-Beryllium",Geological Society of America Abstracts with Programs.,49,2017
1313727,"Robinson, D. T., Di Vittorio, A., Alexander, P., Arneth, A., Barton, C. M., Brown, D. G., Kettner, A., Lemmen, C., O'Neill, B. C., Janssen, M., Pugh, T. A. M., Rabin, S. S., Rounsevell, M., Syvitski, J. P., Ullah, I., and Verburg, P. H.. ""Modelling feedbacks between human and natural processes in the land system,"" Earth System Dynamics, v.9, 2018, p. 895. doi:10.5194/esd-9-895-2018",Modelling feedbacks between human and natural processes in the land system,Earth System Dynamics,9,2018
1313727,"Sarjoughian, Hessam S. ""Restraining Complexity and Scale Traits for Component-Based Simulation Models,"" Winter Simulation Conference, Las Vegas, NV, USA, 2017.",Restraining Complexity and Scale Traits for Component-Based Simulation Models,Winter Simulation Conference,,2017
1313727,"Snitker, G., Diez Castillo, A., Barton, C. M., Bernabeu Aubán, J., Garcia Puchol, O., & Pardo Gordò, S.. ""Patch-based survey methods for studying prehistoric human land-use in agriculturally modified landscapes: A case study from the Canal de Navarrés, eastern Spain,"" Quaternary International, v.483, 2018, p. 5-22. doi:10.1016/j.quaint.2018.01.034","Patch-based survey methods for studying prehistoric human land-use in agriculturally modified landscapes: A case study from the Canal de Navarrés, eastern Spain",Quaternary International,483,2018
1313727,"Snitker, Grant. ""Anthropogenic Fire and the Origins of Agricultural Landscapes during the Neolithic Period (7,700-4,500 cal. B.P.) in Eastern Spain,"" Paper presented at the 83rd Annual Meeting of the Society for American Archaeology, Washington, D.C., 2018.","Anthropogenic Fire and the Origins of Agricultural Landscapes during the Neolithic Period (7,700-4,500 cal. B.P.) in Eastern Spain",Paper presented at the 83rd Annual Meeting of the Society for American Archaeology,,2018
1313727,"Ullah, I.I.T; Garcia , Yesenia; Lazrus , Paula Kay; Ames , Nicholas; Chesson , Meredith S. ""Historic Water Management Infrastructure in the San Pasquale Valley, Calabria, Italy,"" 83rd Annual Meeting of the Society for American Archaeology, Washington DC, 2018.","Historic Water Management Infrastructure in the San Pasquale Valley, Calabria, Italy",83rd Annual Meeting of the Society for American Archaeology,,2018
1313727,"Zhang, Cho; Sarjoughian, Hessam S. ""Cellular Automata Modeling, Simulation, and Visualization in DEVS-Suite Simulator,"" SIMUTools, Hong Kong, Hong Kong, 2017.","Cellular Automata Modeling, Simulation, and Visualization in DEVS-Suite Simulator",SIMUTools,,2017
1313727,"Eric Uwimana, Brianna Cagle, Coby Yeung, Xueshu Li, Eric V. Patterson, Jonathan A. Doorn, and Hans-Joachim Lehmler. ""Atropselective Oxidation of 2,20,3,30,4,60- Hexachlorobiphenyl (PCB 132) to Hydroxylated Metabolites by Human Liver Microsomes and Its Implications for PCB 132 Neurotoxicity,"" Toxicological Sciences, 2019. doi:10.1093/toxsci/kfz150","Atropselective Oxidation of 2,20,3,30,4,60- Hexachlorobiphenyl (PCB 132) to Hydroxylated Metabolites by Human Liver Microsomes and Its Implications for PCB 132 Neurotoxicity",Toxicological Sciences,,2019
1609669,"Pflug, Nicholas C. and Patterson, Eric V. and Martinovi?-Weigelt, Dalma and Kolodziej, Edward P. and Gloer, James B. and McNeill, Kristopher and Cwiertny, David M. and Wammer, Kristine H.. ""Intramolecular [2 + 2] Photocycloaddition of Altrenogest: Confirmation of Product Structure, Theoretical Mechanistic Insight, and Bioactivity Assessment,"" The Journal of Organic Chemistry, 2019. doi:10.1021/acs.joc.9b02070","Intramolecular [2 + 2] Photocycloaddition of Altrenogest: Confirmation of Product Structure, Theoretical Mechanistic Insight, and Bioactivity Assessment",The Journal of Organic Chemistry,,2019
1518501,"Cardelus, C.L., C.L. Woods, A.B. Mekonnen S. Dexter P. Scull B.A. Tsegay. ""The effects of human disturbance on the integrity of sacred church forests in northern Ethiopia.,"" Oral Presentation, 2019. doi:https://www.xcdsystem.com/atbc/program/MLpmKXQ/index.cfm?pgid=755&sid=8720",The effects of human disturbance on the integrity of sacred church forests in northern Ethiopia.,Oral Presentation,,2019
1518501,"Cardelús, C.L, C.L. Woods, A. Bitew Mekonnen, S. Dexter, P. Scull, B. Tsegay Abraha. ""Disturbance impacts the integrity of sacred church forests, Ethiopia.,"" PlosONE, 2019.","Disturbance impacts the integrity of sacred church forests, Ethiopia.",PlosONE,,2019
1518501,"I. Orlowska P. Klepeis. ""Ethiopian church forests: a socio-religious conservation model under change,"" Journal of Eastern African Studies, v.12, 2018, p. 674. doi:10.1080/17531055.2018.1519659",Ethiopian church forests: a socio-religious conservation model under change,Journal of Eastern African Studies,12,2018
1518501,"Cardelús, C.L., P. Scull, A. Wassie, C.L. Woods, P. Klepeis, E. Kent, & I. Orlowska. ""Persistence of sacred forests in northern Ethiopia.,"" Biotropica, v.49, 2017, p. 725-733. doi:10.1111/btp.12431",Persistence of sacred forests in northern Ethiopia.,Biotropica,49,2017
1518501,"Klepeis, P., I. Orlowska, E. Kent, C.L. Cardelús, P. Scull, A. Wassie & C.L. Woods. ""Ethiopia church forests: a hybrid model of protection,"" Human Ecology, v.44, 2016, p. 715-730. doi:10.1007/s10745-016-9868-z",Ethiopia church forests: a hybrid model of protection,Human Ecology,44,2016
1518501,"Scull, P. C.L. Cardelús, P. Klepeis, C.L. Woods, A. Frankl, J. Nyssen. ""The resilience of Ethiopian church forests evidenced from a diachronic analysis using 1930?s aerial photographs,"" Land Degradation and Development, v.28, 2017, p. 450-458. doi:10.1002/ldr.2633",The resilience of Ethiopian church forests evidenced from a diachronic analysis using 1930?s aerial photographs,Land Degradation and Development,28,2017
